target,fold,model,param_profile,weight_profile,top_k,features,weight_min,weight_max,weight_std,delta_std_val
Q2,2,extra_trees,wide,subject_class,160,160,0.7611092951969975,1.4232779923399739,0.1831577748808994,0.13099596857188436
Q2,3,extra_trees,wide,subject_class,160,160,0.6903658060239651,1.6072749544068028,0.22935723472736116,0.12122368991804545
Q2,4,extra_trees,wide,subject_class,160,160,0.7531888587965279,1.4320774518465347,0.1825327141307405,0.0679970993660322
Q2,0,extra_trees,wide,recent_class,160,160,0.37343452016961265,2.4930388095277483,0.4198599727096614,0.11235221252357078
Q2,1,extra_trees,wide,recent_class,160,160,0.2786021224026623,2.625933654531812,0.47986961804952605,0.10717365153163114
Q2,2,extra_trees,wide,recent_class,160,160,0.31892883442194425,2.6731519165622135,0.5206801920402029,0.13346423969052612
Q2,3,extra_trees,wide,recent_class,160,160,0.31875489502607407,3.07487519703036,0.551869692444577,0.14248383821000282
Q2,4,extra_trees,wide,recent_class,160,160,0.3852755171778563,2.451898783989217,0.416811083883251,0.07530343389339406
Q2,0,extra_trees,wide,recent_resid,160,160,0.19748574549559283,3.1067171930031106,0.5692137476718786,0.11668342850753902
Q2,1,extra_trees,wide,recent_resid,160,160,0.1580625942308832,3.266252256803107,0.6358221550601525,0.12726209251013287
Q2,2,extra_trees,wide,recent_resid,160,160,0.18289949084030468,3.3610180494330395,0.7242320486803632,0.13255202077077208
Q2,3,extra_trees,wide,recent_resid,160,160,0.19349088632993516,4.056726180846679,0.7943381593091658,0.14533676464845496
Q2,4,extra_trees,wide,recent_resid,160,160,0.24662797832864475,3.3499415033179236,0.5981037951475735,0.06411036153343533
Q3,0,extra_trees,smooth,uniform,80,80,1.0,1.0,0.0,0.06127071246557993
Q3,1,extra_trees,smooth,uniform,80,80,1.0,1.0,0.0,0.0667545293038098
Q3,2,extra_trees,smooth,uniform,80,80,1.0,1.0,0.0,0.08448685565707806
Q3,3,extra_trees,smooth,uniform,80,80,1.0,1.0,0.0,0.062064406924347275
