split,target,fold,subject_id,rows,emission_power,transition_blend,p00,p11,before_mean,after_mean,source
oof,Q1,3,id03,7,0.5,0.3,0.5955056179775281,0.6312849162011173,0.8037218581008274,0.740772316677529,seq_Q1_0p5_0p3
oof,Q1,3,id04,11,0.5,0.3,0.5955056179775281,0.6312849162011173,0.5747027961762879,0.4964128985227918,seq_Q1_0p5_0p3
oof,Q1,3,id05,9,0.5,0.3,0.5955056179775281,0.6312849162011173,0.6409251132707702,0.631248848287715,seq_Q1_0p5_0p3
oof,Q1,3,id06,10,0.5,0.3,0.5955056179775281,0.6312849162011173,0.27742333064187896,0.3303598212031979,seq_Q1_0p5_0p3
oof,Q1,3,id07,10,0.5,0.3,0.5955056179775281,0.6312849162011173,0.5178437707543291,0.5531499973419219,seq_Q1_0p5_0p3
oof,Q1,3,id08,11,0.5,0.3,0.5955056179775281,0.6312849162011173,0.41112516752077366,0.4179679510050573,seq_Q1_0p5_0p3
oof,Q1,3,id09,8,0.5,0.3,0.5955056179775281,0.6312849162011173,0.5663546405849964,0.49720110015357555,seq_Q1_0p5_0p3
oof,Q1,3,id10,7,0.5,0.3,0.5955056179775281,0.6312849162011173,0.44861541818065076,0.42362832024462055,seq_Q1_0p5_0p3
oof,Q1,4,id01,8,0.5,0.3,0.6105263157894737,0.5895953757225434,0.47099550677140567,0.4006022171446211,seq_Q1_0p5_0p3
oof,Q1,4,id02,9,0.5,0.3,0.6105263157894737,0.5895953757225434,0.5635519025845672,0.5703543925012933,seq_Q1_0p5_0p3
oof,Q1,4,id03,6,0.5,0.3,0.6105263157894737,0.5895953757225434,0.7213625043666081,0.6993955388224529,seq_Q1_0p5_0p3
oof,Q1,4,id04,11,0.5,0.3,0.6105263157894737,0.5895953757225434,0.6155045961847023,0.5963657039459536,seq_Q1_0p5_0p3
oof,Q1,4,id05,8,0.5,0.3,0.6105263157894737,0.5895953757225434,0.43649764158998605,0.3993344091876432,seq_Q1_0p5_0p3
oof,Q1,4,id06,9,0.5,0.3,0.6105263157894737,0.5895953757225434,0.3466368529554634,0.36815650114669984,seq_Q1_0p5_0p3
oof,Q1,4,id07,9,0.5,0.3,0.6105263157894737,0.5895953757225434,0.47078227156452546,0.5294140456789556,seq_Q1_0p5_0p3
oof,Q1,4,id08,11,0.5,0.3,0.6105263157894737,0.5895953757225434,0.35646527187000365,0.35735342927506497,seq_Q1_0p5_0p3
oof,Q1,4,id09,8,0.5,0.3,0.6105263157894737,0.5895953757225434,0.3999919414034874,0.3763825394565041,seq_Q1_0p5_0p3
oof,Q1,4,id10,6,0.5,0.3,0.6105263157894737,0.5895953757225434,0.4950950375769163,0.41858779737695384,seq_Q1_0p5_0p3
